psalm,verse_number,text,compound_sentiment,clean_text,cluster,cluster_label
88,7,"Your wrath lies heavy upon me, and you overwhelm me with all your waves.Selah",-0.5423,wrath lies heavy upon overwhelm,3,Judgment & Righteousness
88,8,You have caused my companions to shun me; you have made me a thing of horror to them. I am shut in so that I cannot escape;,-0.6391,caused companions shun made thing horror shut escape,1,Poetic Metaphors
88,9,"my eye grows dim through sorrow. Every day I call on you, O Lord; I spread out my hands to you.",-0.5267,eye grows dim sorrow every day call lord spread hands,4,Victory and Power
88,10,Do you work wonders for the dead? Do the shades rise up to praise you?Selah,-0.264,work wonders dead shades rise praise selah,0,Hopefulness
88,11,"Is your steadfast love declared in the grave, or your faithfulness in Abaddon?",0.7579,steadfast love declared grave faithfulness abaddon,0,Hopefulness
88,12,"Are your wonders known in the darkness, or your saving help in the land of forgetfulness?",0.1779,wonders known darkness saving help land forgetfulness,1,Poetic Metaphors
88,13,"But I, O Lord, cry out to you; in the morning my prayer comes before you.",-0.631,lord cry morning prayer comes,4,Victory and Power
88,14,"O Lord, why do you cast me off? Why do you hide your face from me?",-0.264,lord cast hide face,4,Victory and Power
88,15,"Wretched and close to death from my youth up, I suffer your terrors; I am desperate.",-0.9231,wretched close death youth suffer terrors desperate,3,Judgment & Righteousness
88,16,Your wrath has swept over me; your dread assaults destroy me.,-0.875,wrath swept dread assaults destroy,3,Judgment & Righteousness
88,17,They surround me like a flood all day long; from all sides they close in on me.,0.3612,surround like flood day long sides close,1,Poetic Metaphors
88,18,You have caused friend and neighbor to shun me; my companions are in darkness.,0.296,caused friend neighbor shun companions darkness,3,Judgment & Righteousness
89,1,"I will sing of your steadfast love, O Lord, forever; with my mouth I will proclaim your faithfulness to all generations.",0.8442,sing steadfast love lord forever mouth proclaim faithfulness generations,0,Hopefulness
89,2,I declare that your steadfast love is established forever; your faithfulness is as firm as the heavens.,0.8957,declare steadfast love established forever faithfulness firm heavens,0,Hopefulness
89,3,"You said, “I have made a covenant with my chosen one, I have sworn to my servant David:",0.0,said made covenant chosen one sworn servant david,2,Protection and Authority
89,4,"‘I will establish your descendants forever, and build your throne for all generations.’”Selah",0.0,establish descendants forever build throne selah,2,Protection and Authority
89,5,"Let the heavens praise your wonders, O Lord, your faithfulness in the assembly of the holy ones.",0.8481,let heavens praise wonders lord faithfulness assembly holy ones,4,Victory and Power
89,6,"For who in the skies can be compared to the Lord? Who among the heavenly beings is like the Lord,",0.7579,skies compared lord among heavenly beings like lord,4,Victory and Power
89,7,"a God feared in the council of the holy ones, great and awesome above all that are around him?",0.7964,god feared council holy ones great awesome around,4,Victory and Power
89,8,"O Lord God of hosts, who is as mighty as you, O Lord? Your faithfulness surrounds you.",0.6124,lord god hosts mighty lord faithfulness surrounds,4,Victory and Power
89,9,"You rule the raging of the sea; when its waves rise, you still them.",-0.5267,rule raging sea waves rise still,1,Poetic Metaphors
89,10,You crushed Rahab like a carcass; you scattered your enemies with your mighty arm.,-0.5423,crushed rahab like carcass scattered enemies mighty arm,1,Poetic Metaphors
89,11,"The heavens are yours, the earth also is yours; the world and all that is in it—you have founded them.",0.4019,heavens earth also world founded,2,Protection and Authority
89,12,The north and the south—you created them; Tabor and Hermon joyously praise your name.,0.8591,north created tabor hermon joyously praise name,4,Victory and Power
89,13,"You have a mighty arm; strong is your hand, high your right hand.",0.8658,mighty arm strong hand high right hand,1,Poetic Metaphors
89,14,Righteousness and justice are the foundation of your throne; steadfast love and faithfulness go before you.,0.91,righteousness justice foundation throne steadfast love faithfulness go,0,Hopefulness
89,15,"Happy are the people who know the festal shout, who walk, O Lord, in the light of your countenance;",0.5719,happy people know festal shout walk lord light countenance,4,Victory and Power
89,16,"they exult in your name all day long, and extol your righteousness.",0.0,exult name day long extol righteousness,0,Hopefulness
89,17,For you are the glory of their strength; by your favor our horn is exalted.,0.8555,glory strength favor horn exalted,1,Poetic Metaphors
89,18,"For our shield belongs to the Lord, our king to the Holy One of Israel.",0.0,shield belongs lord king holy one israel,2,Protection and Authority
89,19,"Then you spoke in a vision to your faithful one, and said: “I have set the crown on one who is mighty, I have exalted one chosen from the people.",0.5994,spoke vision faithful one said set crown one mighty exalted one chosen people,3,Judgment & Righteousness
89,20,I have found my servant David; with my holy oil I have anointed him;,0.0,found servant david holy oil anointed,2,Protection and Authority
89,21,my hand shall always remain with him; my arm also shall strengthen him.,0.6705,hand shall always remain arm also shall strengthen,0,Hopefulness
89,22,"The enemy shall not outwit him, the wicked shall not humble him.",-0.7845,enemy shall outwit wicked shall humble,3,Judgment & Righteousness
89,23,I will crush his foes before him and strike down those who hate him.,-0.8316,crush foes strike hate,3,Judgment & Righteousness
89,24,My faithfulness and steadfast love shall be with him; and in my name his horn shall be exalted.,0.8442,faithfulness steadfast love shall name horn shall exalted,0,Hopefulness
89,25,I will set his hand on the sea and his right hand on the rivers.,0.7506,set hand sea right hand rivers,1,Poetic Metaphors
89,26,"He shall cry to me, ‘You are my Father, my God, and the Rock of my salvation!’",-0.3164,shall cry father god rock salvation,4,Victory and Power
89,27,"I will make him the firstborn, the highest of the kings of the earth.",0.0,make firstborn highest kings earth,2,Protection and Authority
89,28,"Forever I will keep my steadfast love for him, and my covenant with him will stand firm.",0.7351,forever keep steadfast love covenant stand firm,0,Hopefulness
89,29,"I will establish his line forever, and his throne as long as the heavens endure.",0.4019,establish line forever throne long heavens endure,2,Protection and Authority
89,30,"If his children forsake my law and do not walk according to my ordinances,",0.0,children forsake law walk according ordinances,3,Judgment & Righteousness
89,31,"if they violate my statutes and do not keep my commandments,",-0.4939,violate statutes keep commandments,3,Judgment & Righteousness
89,32,then I will punish their transgression with the rod and their iniquity with scourges;,-0.5267,punish transgression rod iniquity scourges,3,Judgment & Righteousness
89,33,"but I will not remove from him my steadfast love, or be false to my faithfulness.",0.9209,remove steadfast love false faithfulness,0,Hopefulness
89,34,"I will not violate my covenant, or alter the word that went forth from my lips.",0.3875,violate covenant alter word went forth lips,3,Judgment & Righteousness
89,35,Once and for all I have sworn by my holiness; I will not lie to David.,0.0,sworn holiness lie david,2,Protection and Authority
89,36,"His line shall continue forever, and his throne endure before me like the sun.",0.3612,line shall continue forever throne endure like sun,0,Hopefulness
89,37,"It shall be established forever like the moon, an enduring witness in the skies.”Selah",0.3612,shall established forever like moon enduring witness selah,0,Hopefulness
89,38,But now you have spurned and rejected him; you are full of wrath against your anointed.,-0.6652,spurned rejected full wrath anointed,3,Judgment & Righteousness
89,39,You have renounced the covenant with your servant; you have defiled his crown in the dust.,0.0,renounced covenant servant defiled crown dust,3,Judgment & Righteousness
89,40,You have broken through all his walls; you have laid his strongholds in ruins.,-0.6124,broken walls laid strongholds ruins,1,Poetic Metaphors
89,41,All who pass by plunder him; he has become the scorn of his neighbors.,-0.4019,pass plunder become scorn neighbors,3,Judgment & Righteousness
89,42,You have exalted the right hand of his foes; you have made all his enemies rejoice.,-0.0258,exalted right hand foes made enemies rejoice,3,Judgment & Righteousness
89,43,"Moreover, you have turned back the edge of his sword, and you have not supported him in battle.",-0.5517,moreover turned back edge sword supported battle,1,Poetic Metaphors
